"Data Source","World Development Indicators",
"Gambia, The","GMB","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5339079933375","9.84129349753484","38.4506541101153","96.3914","50.0782111640326","-48.7882399682161","-32.4980671370905","-26.3824153218169","64.0896970989761","36.4829006080578","14.1269658901429","36.0688043222559","28.5600652294166","-66.4959679968321","22.1043881617709","-43.7504744332108","-58.3457642679418","24.6590703112545","46.4241463699511","-39.6514390160274","-47.9371840932929","-0.228662932431967","",
"Grenada","GRD","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11225769961492","44.9926209001386","28.1937879854218","113.2023","-32.7857157263313","20.4223376579876","34.7253055460424","-21.9198951881971","-14.232689016238","58.1519519056611","-12.567156893204","-18.9522343496126","-18.92248459194","39.4362314394491","19.2580234371356","8.07599132659633","28.2076646089523","36.0896848880319","-53.8814799819749","67.1034738956805","21.286055833275","-20.1694324537805","22.624033095648","7.6244842702671","0.117343820071936","-5.36620886836691","-3.06862200048225","",
"Honduras","HND","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-33.7900009155273","-18.1000003814697","10.9040594101","-3.5102312565","44.1899986267","12.7899999619","-7.6999998093","7.4176139626","85.1523249599","68.0618901910975","-59.2785984198","31.1147778051","-0.404287143330984","-30.3401615551312","-5.20249033406598","3.19653004295573","-12.6860519832889","-4.71678581799282","15.5085110869424","",
"Haiti","HTI","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9000015259","59.9593009949","-10.8350000381","15.1999998093","-28.2285251617","-10.2874631882","34.5800018311","28.5699996948","93.6900024414","16.0887576509","31.3717016311","13.0759253341354","-62.5355343873","72.9689789593","-10.7506563581079","-35.2892576768672","18.7316485041236","0.188237588221996","-28.6599026139915","28.7887068494834","32.8225446741065","",
"IBRD only","IBD","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3999996185","-73.6289978027","-28.0748996735","95.0999984741","-61.0417098999","-18.5326080322","33.2900009155","69.7200012207","39.3400001526","9.0793650794","67.9278230501","49.2663200462161","-61.072838455","130.0666750379","37.8942154061573","1.13587231711458","2.81133204691368","-24.2073339294329","20.4795636610484","-23.0915672276102","16.3771094315401","",
"IDA only","IDX","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","5.8010001183","-22.9754009247","81","-31.0816631317","-19.915096283","6.8299999237","76.5199966431","20.0900001526","33.5628227194","46.7010309278","78.5804638088545","-64.1370218794","94.139968254","18.7224258612107","-38.0485305057138","23.3312226181684","-6.33589938485872","31.6288612947564","-3.910217675178","-0.150059361517285","",
"Not classified","INX","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-21.2416638786662","16.2568356305205","-18.8017740188412","36.2276","8.20391756149268","28.6521496082863","27.9235321631383","29.9537700207963","36.0874690093917","-17.4345317871919","9.14005586820863","-5.44196501320475","-21.2236318545416","49.8537042039988","38.007396662233","-1.01582462648099","41.2002059318203","-19.6200827705911","-69.9427019276167","44.7477815336482","-7.68454087008532","-1.52017475260596","19.4024771996844","43.1910174098504","0.811369541447871","24.1788483436368","-6.97547137428164","",
"Iran, Islamic Rep.","IRN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.958197124425","-5.50234637440589","22.4961781192427","-7.78749999999999","73.7613664091094","8.58866989078804","-34.6266738624288","-30.5367584547391","60.1974175486203","13.8463945112793","23.2668739330178","-5.80379687330225","33.0096745023342","-34.6759285470998","56.7785027153632","7.3622508538296","-29.7404171436748","3.10300017711491","13.6219349816412","8.75527111896561","4.74899841708429","-17.0122605557596","",
"Italy","ITA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-16.0274340275597","-3.00880273548541","-29.8840492522484","23.5368","10.1586733669643","-3.94807714211183","9.36106926817926","34.6065299800839","53.1712156590872","4.2753091877737","-1.9887899949436","-28.2002480575685","-9.64163763348137","37.1650215174263","27.2909360870279","-0.248618209708562","30.6153292889596","1.59618786429343","-52.5990622935372","23.0915862950327","-17.366069208783","-27.6095262258465","11.0280449959877","23.058106831617","-12.0202695490941","3.19987162825159","-13.0033903329379","",
"Jamaica","JAM","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.17399978637695","-21.2626991271973","1.89999997615814","45.5856018066","4.3412585258","40.0400009155","-3.4300000668","107.4000015259","-14.0506450072","-1.5475952238","0.322966777333606","-38.1900045025","-15.8318664926","22.361492314203","28.4287922086894","-18.5000327781226","-18.9328365405802","-4.3893540425805","74.8622195953126","22.8059960876318","",
"Jordan","JOR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10000002384186","12.6252002716064","2.99629998207092","-3.59999990463257","-24.4781684875","31.3696060181","-2.1300001144","65.4199981689","55","117.8126778195","-35.9523909045","32.5871661418479","","-13.8977553837","-8.57226171299167","-16.2359660778975","-5.13654941750504","2.99627554717714","-0.817108533468869","0.854036349567222","-0.290513466217623","",
"Japan","JPN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-34.7805082435667","3.55426732305109","-25.7114597344298","14.7264636899544","27.1462286649479","-3.09839112881909","-12.9900046747252","-29.7673469123785","2.69922652321859","53.3320702970988","-34.8611286104772","-33.2270502312133","-9.85463243573297","37.7408321588454","11.77294281914","22.5003507127811","5.92021395853009","-6.18727128323616","-27.7268491216425","16.3986267525504","9.61429239141556","-12.2388888387227","22.94204","56.71985","7.11704583609298","9.07088913555103","0.423774450698255","",
"Kazakhstan","KAZ","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47.0327532159","1.5322945399","-0.969608982149439","-36.4027589809215","-12.6820854949153","-22.511704018824","-15.9849827233502","-47.6355250258743","29.601295685306","",
"Kenya","KEN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.9618997573853","13.8069000244141","-27.5","-8.1180286407","-22.7105102539","42.1899986267","186.2100067139","-15","59.9861981713","60.3019410496","11.8127186294735","-40.3056313172","0.5555379796","33.7982986502401","-31.6319731897204","43.2271717995317","37.9011088849567","13.8341195522648","-24.1568941839173","-11.8321106174885","",
"Kyrgyz Republic","KGZ","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-38.7000007629","-68.9060974121","120.6911010742","106.5","-57.0997810364","51.2247085571","5.7600002289","","25.7099990845","58.8305394455","13.3003201281","27.6632378261446","-55.6178026766","67.2484420404","25.2581509199888","-10.8974013438549","18.8778300762924","3.14675154090391","-9.95934655874864","-5.01212077309577","2.24782794121015","",
"Kuwait","KWT","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.5869987433","39.9389331258","","-10.407782239","29.1240053301765","-21.3559500332989","-2.98520863480527","1.69853037968093","-8.73378429045708","-18.3070129735767","-2.03892935006361","",
"Latin America & Caribbean (excluding high income)","LAC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18","-18.5853652954","-29.2240867615","5.6900000572","0.9399999976","53.5","111.7715467115","-9.2257001647","40.5189218256369","-25.2666826118","43.3573717752","-8.70705156492172","-22.2123094834553","-2.32545343245923","-5.66954873525513","0.9733257720413","0.588921833300016","4.98577629807304","",
"Liberia","LBR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.60000038146973","22.3495998382568","-29.2014007568359","-6","-41.7301483154","36.5333976746","28.4099998474","35.6100006104","-59.2000007629","29.2938015736","45.2912801484","-10.5679844724","","118.0492938368","84.5905890543929","-23.0402532392771","-13.1027513614118","3.92762150966508","24.1622942341098","-19.3456197800392","-10.1757201893707","",
"Lower middle income","LMC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.65289974212646","-39.1767997741699","9.5","4.9087190628","-23.6262550354","25.6700000763","117.9000015259","56.2000007629","6.1944751381","9.6830582898","14.3076689560961","-73.0177436221","36.6708546954","43.9566745969145","-16.1387949523351","14.9173814328293","11.4196168044771","-15.415764109581","-10.4512642921744","14.5589545463737","",
"Luxembourg","LUX","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3809112206794","41.8737521725528","-64.261475441254","76.7317182561847","-3.34476690251739","-34.4468012421858","0.552522370152109","9.95857399980449","-14.353719567231","-29.2599326041912","16.9077292120166","",
"Latvia","LVA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-67.4000015258789","-9.5","41.1924133301","60.100769043","-14.0900001526","62.5900001526","49.7999992371","32.8298374973","1.5090272164","1.86886116272897","-58.7064158024","2.1896525738","39.4144284661119","-17.3405462950079","9.01754704817075","31.6579021063842","-32.6404280806232","18.2762410736435","1.81104608421485","",
"Macao SAR, China","MAC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6613006592","-7.8000001907","-19.1431522369","-17.2802944183","-8.1199998856","43.9900016785","18.2700004578","8.3791973286","78.5347483738","45.2668584212209","-16.9578034936","-1.6538113352","13.0950428652235","-17.7216258484154","-14.6981818508716","0.479967389350744","-3.13549760434075","-13.2262873657696","31.5192751166751","",
"Monaco","MCO","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8999996185","48.8030014038","-38.9000015259","78.5","-21.4825077057","12.8221082687","-16.3799991608","30.3500003815","47.8899993896","43.8584197704","41.0606266567","12.8238794463784","-45.0672446252","55.8148893614","26.5959493481218","-14.8354129288411","26.8739639891169","0.23737426755075","-9.68449594709747","-14.9092940277509","-12.1275214611563","",
"Marshall Islands","MHL","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32469987869263","1.3555999994278","-6.69999980926514","-19.3841285706","-21.8046035767","22.9099998474","43.6899986267","17.7999992371","10.4748288058","44.3430284041","93.9596998725874","-49.2384798793","44.2173036783","8.1923447077535","-2.51310099183869","-8.42717621228798","25.3501263116144","-7.03606791786021","-19.3291167558203","0.519643136491177","",
"Malawi","MWI","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1000003815","-72.9235992432","-2.8854000568","44.5","-23.3307266235","4.1607179642","-2.5699999332","25.4599990845","12.720000267","-2.8636395935","34.6232626189","44.6448948540999","-43.6642999361","46.652829568","35.0639559526794","-1.13624179889086","11.4040289536571","4.3462887047909","-11.727590588064","-20.5505440633734","-6.81002155752835","",
"North America","NAC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.30000019073486","-37.7564582825","-30.9781780243","22.4599990845","37.0999984741","36.7000007629","-1.1167805911","12.8419822802","39.3615185504746","-9.8873204557","22.6231952954","24.2016899814636","6.22900454617552","19.0116355568726","-0.104646392611962","6.17555149594555","-0.918138933269996","24.1713888961004","",
"New Caledonia","NCL","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.88999998569489","-28.4500007629395","-10.3000001907349","","25.1039733887","-0.2800000012","57.5400009155","23.8999996185","20.6932524065","33.9527757042","108.3032702742","","-35.3987413125","20.2921873394667","-29.5426338280078","52.948821126675","30.1624941160652","-31.8551732185481","-26.8280550427437","-42.2080341436879","",
"Nicaragua","NIC","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
